16:59:25 (00:00:10) (chat)  svh_kalmar: BSUFlick
23:34:13 (06:34:57) (chat)  wickated: давай сепукай не в микрофон только
23:34:13 (06:34:57) (chat)  nightlancerx: или не будь Kappa
23:34:14 (06:34:58) (chat)  PiroNice: будь здоров!
23:34:14 (06:34:58) (chat)  Gidof: будь
23:34:14 (06:34:58) (chat)  MsFirehawk: @BlackUFA ты шо, болеешь?
23:34:14 (06:34:59) (chat)  ArcKost: Delivery Club спасает Америку
23:34:15 (06:35:00) (chat)  chasingecho: сипуку только после стрима
23:34:16 (06:35:01) (chat)  LinNovokain: bufaOops
23:34:18 (06:35:02) (chat)  msanfeya: Будь здоров
23:34:20 (06:35:04) (chat)  Chebak87: СиПуку!? Ну не на стриме же!))
23:34:20 (06:35:04) (chat)  siber365: пуку LUL
23:34:20 (06:35:04) (chat)  zloitapok27: bufaScary
23:34:21 (06:35:05) (chat)  YuraDaim: @BlackUFA сделай себе харакири BSURage
23:34:22 (06:35:07) (chat)  maemicorvo: нельзя в японской игре нарушать кодекс самурая DansGame
23:34:24 (06:35:08) (chat)  seregas98: Будь
23:34:24 (06:35:08) (chat)  ThierryGreene: Будь здоров
23:34:25 (06:35:09) (chat)  lord_aluckard: может делать ПипиПупу
23:34:25 (06:35:10) (chat)  crocus_7: будь здоров
23:34:28 (06:35:12) (chat)  belial777: Это типа бит афк?
23:34:29 (06:35:13) (chat)  irikost: notsquishY
23:34:32 (06:35:16) (chat)  Atem_Twitch: Будь здоров
23:34:32 (06:35:17) (chat)  AzumaHill: будь
23:34:35 (06:35:19) (chat)  DedVonzai: ноги починить не забудь
23:34:37 (06:35:21) (chat)  hagamin: !time
23:34:37 (06:35:21) (chat)  Nightbot: Передаем в СВЧ-диапазоне уже 6 hours 35 minutes 32 seconds
23:34:42 (06:35:27) (chat)  gallagher1113: @msfirehawk вчера тоже чихал)
23:34:43 (06:35:28) (chat)  artem_helicopter: Теперь, чтобы вернуть свою честь, нужно сделать харакири
23:34:44 (06:35:28) (chat)  Daredo_: gachiGASM
23:34:46 (06:35:31) (chat)  Demonic_smile: KappaPride
23:34:51 (06:35:35) (chat)  chasingecho: у тебя мама лагает
23:34:53 (06:35:38) (chat)  x_gamlet_x: какие пуки еще? алло
23:34:56 (06:35:40) (chat)  DDsage: как мило, весь чатик пожелал тебе здоровья <3
23:35:04 (06:35:49) (chat)  prt1zn: @maemicorvo и почему-то совсем ничего не напоминает в игре о Японии, странно Kappa
23:35:08 (06:35:53) (chat)  Nightbot: Хочешь стать частью самого дружелюбного Discord-сообщества на твиче? (6000+ сексуальных людей!) Вступай в наш клуб: https://discordapp.com/invite/bsndw
23:35:09 (06:35:53) (chat)  MsFirehawk: @gallagher1113 я сегодня весь день. всё-таки полило из носа((
23:35:17 (06:36:01) (chat)  DDsage: @chasingecho звучит как оскорбление LUL
23:35:18 (06:36:02) (chat)  maza932: нет
23:35:19 (06:36:04) (chat)  KeylorReyzer: Наверно да
23:35:21 (06:36:05) (chat)  nagarashi_aino: @severnaya_utka, Ну Лориан вроде могут) Хотя если честно, мне Дивинити Оридженал Син 2 сюжетно не зацепила... первая мне кажется поинтереснее была)
23:35:23 (06:36:08) (chat)  ZeeWanderer_: попробуй
23:35:26 (06:36:10) (chat)  Torus: нет
23:35:37 (06:36:21) (chat)  OwLneverSIeep: мулы украдут
23:35:38 (06:36:23) (chat)  Roorm: Ай на на на нанай
23:35:41 (06:36:25) (chat)  Arhiteck: конь залааатоиии
23:35:41 (06:36:25) (chat)  Demonic_smile: @karishaarchitect Jebaited ты обиделась, хоть скажи за что?
23:35:45 (06:36:30) (chat)  ArcKost: угоняй лошадей
23:35:46 (06:36:31) (chat)  Altissiya: АЙ НАНЕ
23:35:47 (06:36:31) (chat)  Ragerghost: @BlackUFA очки к нему нужны золотые
23:35:47 (06:36:31) (chat)  enotata_: LUL
23:35:49 (06:36:33) (chat)  Albatros128: Pog
23:35:51 (06:36:36) (chat)  kolya_wq: выглядит по богатому
23:35:52 (06:36:37) (chat)  Altissiya: KEKWLUL KEKWLUL KEKWLUL
23:35:53 (06:36:37) (chat)  dnegreanuaaa: ай красиво как!
23:35:54 (06:36:38) (chat)  DDsage: золотые ходули PogChamp
23:35:55 (06:36:39) (chat)  pulsar333: сваг
23:35:57 (06:36:41) (chat)  blackjack9711: Ненавижу цыган! LUL
23:35:58 (06:36:42) (chat)  gallagher1113: @msfirehawk а я наоборот на поправку) всё-таки игнорирование болезни работает получше лечения
23:36:00 (06:36:44) (chat)  Krabelli: !time
23:36:00 (06:36:44) (chat)  yakutsenpai: Желтые штаны - эт 2 раза Ку при встрече
23:36:00 (06:36:44) (chat)  Nightbot: Передаем в СВЧ-диапазоне уже 6 hours 36 minutes 55 seconds
23:36:01 (06:36:45) (chat)  Flamingowithax: и масочку золотую чтоб комплект был @BlackUFA
23:36:03 (06:36:47) (chat)  DedVonzai: дааа
23:36:04 (06:36:49) (chat)  absurd909: спустись по лестнице в ангаре @BlackUFA )))
23:36:05 (06:36:49) (chat)  JmixM: Ну издание делюкс, вот тебе золотые ноги.
23:36:06 (06:36:50) (chat)  Chebak87: Нарядные галифе)))
23:36:07 (06:36:51) (chat)  Berpav: BlackGoldenUFA
23:36:08 (06:36:53) (chat)  Stake00xz: Контур выглядит как шарики на др золотые, только по ляшкам LUL
23:36:09 (06:36:53) (chat)  meppopucm: Буржуй
23:36:09 (06:36:53) (chat)  TheDrHax: WeirdChamp
23:36:13 (06:36:57) (chat)  Lamr001: LUL
23:36:15 (06:36:59) (chat)  Pest_74: Красаучик
23:36:17 (06:37:01) (chat)  KarishaArchitect: @demonic_smile, я тебе не буду больше просто так что-то писать ,ага
23:36:20 (06:37:04) (chat)  MsFirehawk: @gallagher1113 хотела бы я так)
23:36:25 (06:37:09) (chat)  pennyunwize: Цыган
23:36:27 (06:37:11) (chat)  anna_malkova: омагад золотой такой золотой
23:36:27 (06:37:12) (chat)  DDsage: @BlackUFA го маску золотую
23:36:30 (06:37:14) (chat)  honest_star: у него 5 грыж наверно с позвоночнике от таких тяжестей.
23:36:33 (06:37:18) (chat)  Severnaya_Utka: @nagarashi_aino, Ну тут каждому своё) Вот мой друг он большой фанат второй части, аж три раза перепрошёл, да еще не один раз играл с друзьями, так что вроде очень даже хорошая игра, а раз так, то доверие к ним есть...Главное чтобы Биовары и ЕА не решили влиять на ход разработки)
23:36:35 (06:37:19) (chat)  annshepard8: надувные ляхи FeelsAmazingMan
23:36:35 (06:37:20) (chat)  Faust130: маленькая цыганская лошадка
23:36:40 (06:37:25) (chat)  vanyalosk: Чат, а где кепочка?
23:36:42 (06:37:27) (chat)  maza932: там ящик возле фермы не облутал ты
23:36:45 (06:37:29) (chat)  Altissiya: Теперь еще и костюм золотой и ух красиво заживееем KEKWLUL KEKWLUL
23:36:47 (06:37:31) (chat)  Demonic_smile: @karishaarchitect а что ты писала? DansGame я не видел
23:36:49 (06:37:33) (chat)  A1EGOR: !ешьу
23:36:53 (06:37:38) (chat)  maikeru_stranger: HandsUp
23:36:56 (06:37:40) (chat)  A1EGOR: !time
23:36:56 (06:37:40) (chat)  Nightbot: Передаем в СВЧ-диапазоне уже 6 hours 37 minutes 51 seconds
23:36:58 (06:37:42) (chat)  vezn: твич не лагай
23:37:01 (06:37:45) (chat)  Severnaya_Utka: Я отойду на 15 минуток
23:37:02 (06:37:46) (chat)  GraciSL: BSUTrolled
23:37:05 (06:37:49) (chat)  DelTore1: @blackufa сегодня до скольких стримим ?)
23:37:08 (06:37:52) (chat)  TheDrHax: BSUHey
23:37:09 (06:37:53) (chat)  Phe0wlniX: !какигра
23:37:09 (06:37:53) (chat)  Nightbot: Игра хорошая. А ты не очень.
23:37:10 (06:37:54) (chat)  killarama1: а утерянные грузы сдать не надо по назначению?
23:37:10 (06:37:54) (chat)  narkotik43: WeirdChamp красивая
23:37:11 (06:37:55) (chat)  Onghanntto: святой из бундока
23:37:13 (06:37:57) (chat)  Daredo_: BSUHey
23:37:13 (06:37:58) (chat)  KarishaArchitect: @demonic_smile, я заметила
23:37:14 (06:37:58) (chat)  Albatros128: СВЯТОЙ ГРУЗЧИК!
23:37:14 (06:37:58) (chat)  DedVonzai: а ты милфа
23:37:15 (06:37:59) (chat)  maemicorvo: новое звание PogChamp
23:37:17 (06:38:01) (chat)  DDsage: bufaPride
23:37:17 (06:38:01) (chat)  whatsupmel: DealWithIt +кекс
23:37:20 (06:38:04) (chat)  BadNorman: Чат,артур уже получил тележку для грузов?
23:37:21 (06:38:05) (chat)  gallagher1113: @msfirehawk завтра получше будет. Послезавтра вообще вылечишься)
23:37:21 (06:38:05) (chat)  dark_eastwood: Она тебя ждёт с соком bufaHee
23:37:22 (06:38:06) (chat)  mamaybarmaley5bclass: это была целая буря
23:37:24 (06:38:08) (chat)  nightlancerx: да йопрст!
23:37:26 (06:38:10) (chat)  Respya: Это была искра Хиралиграмы)
23:37:26 (06:38:10) (chat)  xXkruleSs: она так вышла будто наехать хотела
23:37:28 (06:38:12) (chat)  nezanyanyatiynik: Контакт отшёл
23:37:29 (06:38:13) (chat)  vladiskor_tw: Святой Сэм BlessRNG
23:37:29 (06:38:14) (chat)  Roorm: PogChamp
23:37:30 (06:38:15) (chat)  Demonic_smile: @karishaarchitect Jebaited
23:37:33 (06:38:17) (chat)  reelgoto: она с прицепом. ты с прицепом . вы подружитесь
23:37:36 (06:38:20) (chat)  Jan_zizka_: BlessRNG
23:37:36 (06:38:20) (chat)  Dima_ShH: Из трущоб ага Peka1
23:37:36 (06:38:20) (chat)  artem_helicopter: Святой Сэм, который показывает свою сардельку младенцу KEKW
23:37:36 (06:38:20) (chat)  GraciSL: PepoDance PepoDance PepoDance PepoDance PepoDance PepoDance PepoDance
23:37:36 (06:38:21) (chat)  LordNerevarBiatch: два дня работаю и ничего не изменилось гениально
23:37:39 (06:38:23) (chat)  razorlance02: Это искра от твоих новых легенсов
23:37:39 (06:38:23) (chat)  Danilka1305: Сэм, ты ювелир
23:37:41 (06:38:25) (chat)  Daredo_: pepeLaugh
23:37:41 (06:38:25) (chat)  sudorogi_opossuma: LUL
23:37:41 (06:38:25) (chat)  narkotik43: WeirdChamp
23:37:42 (06:38:26) (chat)  prt1zn: Опять реклама Kapopa
23:37:43 (06:38:27) (chat)  hero1ca: BSUStr
23:37:48 (06:38:32) (chat)  pulsar333: PagChomp
23:37:50 (06:38:34) (chat)  A1EGOR: Артур, долго еще сидеть будем? @BlackUFA
23:37:53 (06:38:37) (chat)  pennyunwize: Классный мотик
23:37:53 (06:38:37) (chat)  DDsage: это мотоцикл евы из мгса LUL
23:37:53 (06:38:37) (chat)  Demonic_smile: @karishaarchitect ну прости, что стрим смотри Jebaited
23:37:55 (06:38:40) (chat)  Arhiteck: Ты не успеешь ее..... KEKWait все безнадежно в этом мире
23:37:56 (06:38:40) (chat)  meppopucm: С бб так сказать
23:37:58 (06:38:42) (chat)  TheDrHax: Kapp
23:37:58 (06:38:42) (chat)  crimsonfury: за легион
23:37:59 (06:38:43) (chat)  Skywraths: а ниче так байк так-то
23:38:00 (06:38:44) (chat)  Saundveyve: Да, искра... от проводов в костюм
23:38:03 (06:38:47) (chat)  ReDSee: сколько же в этой игре рекламы
23:38:04 (06:38:49) (chat)  Lamr001: Много LUL
23:38:05 (06:38:49) (chat)  MsFirehawk: @gallagher1113 у меня к сожалению может быть хуже на следующий день
23:38:06 (06:38:50) (chat)  Zmeigo: сколько смогла
23:38:08 (06:38:52) (chat)  narkotik43: WeirdChamp больше чем монстр
23:38:10 (06:38:54) (chat)  Roorm: Поездку на байке bufaHee
23:38:11 (06:38:55) (chat)  dearlorens: на симулятор яндекс.еды собирали всем миром
23:38:11 (06:38:56) (chat)  KeylorReyzer: 5 рублей, одной монетой
23:38:11 (06:38:56) (chat)  Albatros128: Это гениальный секрет)
23:38:12 (06:38:56) (chat)  lipuchkar: Но хонда реально хороший моцек)
23:38:14 (06:38:58) (chat)  Respya: Расплатилась двумя мотоциклами Kappa
23:38:16 (06:39:00) (chat)  DDsage: да это шутка была ало!
23:38:17 (06:39:01) (chat)  GraciSL: Мододелы добавят ИЖ LUL
23:38:18 (06:39:02) (chat)  Toran_Tor: Не больше чем энергетики)
23:38:21 (06:39:05) (chat)  Chebak87: Поссы на дверь у фермеров!!!!
23:38:21 (06:39:05) (chat)  LLIEPJlOK: если платит хонда, это еще не плохо
23:38:22 (06:39:07) (chat)  dnegreanuaaa: больше чем монстр энегетик
23:38:22 (06:39:07) (chat)  crimsonfury: генальна ценна
23:38:27 (06:39:12) (chat)  belial777: Дорожные моты же красивее
23:38:28 (06:39:12) (chat)  Maxonson888: Артур, посмотри на ББ
23:38:28 (06:39:13) (chat)  Milky_Hate: все заплатила
23:38:29 (06:39:14) (chat)  OwLneverSIeep: по сюжету pepeLaugh
23:38:31 (06:39:15) (chat)  nightlancerx: пr@йmer
23:38:32 (06:39:17) (chat)  redrum_blaze: Ага, по сюжету LUL
23:38:34 (06:39:18) (chat)  delpel1104: городских
23:38:34 (06:39:19) (chat)  DedVonzai: даааа сюжет)
23:38:35 (06:39:19) (chat)  KarishaArchitect: @demonic_smile, bufaCoolStory ну да как же,а сообщения до и после от тебя в чате были написаны не тобой ага
23:38:36 (06:39:20) (chat)  Stake00xz: ждем Ладу Калину тогда на флешке
23:38:36 (06:39:21) (chat)  JmixM: Кто сказал БУНД? PeepoRiot
23:38:38 (06:39:22) (chat)  nightlancerx: фух
23:38:40 (06:39:24) (chat)  distalanted: Значит я вовремя подошел.. 3 часа назад
23:38:43 (06:39:28) (chat)  nightlancerx: с 20 раза
23:38:45 (06:39:29) (chat)  KorablevDeniska: !uptime
23:38:46 (06:39:30) (chat)  StreamElements: @KorablevDeniska, blackufa has been streaming for 6 hours 39 mins
23:38:47 (06:39:31) (chat)  crocus_7: @badnorman да, ну если ты про те, которые можно паравозиком крепить
23:38:48 (06:39:32) (chat)  delpel1104: н5г
23:38:48 (06:39:33) (chat)  TheDrHax: CoolStoryBob
23:38:49 (06:39:33) (chat)  grafRos: @Severnaya_Utka @nagarashi_aino на фоне того ардака, что с ААА проектами сейчас творится 2 дивинити вполне себе норм сиквел. да. ничего особо нового и даже оригинального нет, но и ничего особо показательно не запороли - вполне себе годно вышло.
23:38:49 (06:39:34) (chat)  AnyLoo: Ты ужа два часа так говоришь @BlackUFA
23:38:52 (06:39:36) (chat)  Red_FoxlY: @BlackUFA а скок Monster ему заплатили что энергетики их в игре
23:38:53 (06:39:38) (chat)  vanyalosk: робот уже принес
23:38:54 (06:39:39) (chat)  Daredo_: CoolStoryBob CoolStoryBob CoolStoryBob CoolStoryBob
