03:25:12 (00:00:00) (comm)  prizm199: ьр
01:57:41 (03:01:03) (chat)  wlgboy: @angry_ytka вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 49 минут.
01:57:43 (03:01:05) (chat)  Mrs_Christ: @sTaja13 Champ
01:57:47 (03:01:09) (chat)  Natsu2o27: Спокойной ночи всем wlgMug
01:57:48 (03:01:10) (chat)  HateMan: D:
01:57:53 (03:01:16) (chat)  sTaja13: @WELOVEGAMES Денис, если ты наклонишься к камере еще ближе, мы тебя поцелуем <3
01:57:57 (03:01:19) (chat)  hvatman: rfr rhsirb pfhf,jnfnm&
01:57:58 (03:01:20) (chat)  graaaanet: @natsu2o27 wlg5 wlg5 wlg5 wlgZz wlgZz wlgZz wlgZz
01:57:58 (03:01:21) (chat)  OperationMadman: :(
01:57:59 (03:01:22) (chat)  angry_ytka: wlgSlow
01:58:00 (03:01:23) (chat)  Takeshi13: @natsu2o27 wlgZz спокойной ночи
01:58:01 (03:01:23) (chat)  Fomikrai: @Natsu2o27 wlgZz
01:58:02 (03:01:24) (chat)  ASAGIUS: @Natsu2o27 wlgZz
01:58:03 (03:01:25) (chat)  KURT_KD: а что донейшены не работают ?
01:58:03 (03:01:25) (chat)  Mrs_Christ: @Natsu2o27 wlgZz
01:58:03 (03:01:25) (chat)  0veRS0uL: NotLikeThis NotLikeThis NotLikeThis
01:58:03 (03:01:26) (chat)  julia_vi1: @graaaanet Вот, ты со мной wlg5 wlg5 wlg5
01:58:04 (03:01:26) (chat)  Michuri4: LUL LUL LUL
01:58:04 (03:01:27) (chat)  SwampDoctor113: BibleThump LUL LUL LUL LUL
01:58:05 (03:01:27) (chat)  Vishenka_Cherry: @Natsu2o27 добрых снов)
01:58:07 (03:01:29) (chat)  hvatman: как крышки заработать?
01:58:08 (03:01:31) (chat)  derumin1: Это потому что без Костюма, с костюмом они тебе вообще не нанесут урона
01:58:09 (03:01:31) (chat)  santimentorr: @natsu2o27 wlgZz wlgZz
01:58:10 (03:01:32) (chat)  fertonok: @totsamyiharry лучше идти в сторону Робко, там пейзажи красивые но есть вероятность наткнуться на когтя смерти
01:58:10 (03:01:33) (chat)  brylockgames: LUL
01:58:10 (03:01:33) (chat)  wlgboy: @moh_bolotniy вы вернулись из пустоши - залог возвращен. Вы смогли найти мешочек с 24 крышкечами. Теперь на вашем балансе 308 крышечек.
01:58:17 (03:01:39) (chat)  s0ulbreaker23: минус металлолом
01:58:21 (03:01:43) (chat)  LUCKY_SAM: @Natsu2o27 Споки Ноки wlgZz wlgLuck wlgLuv
01:58:26 (03:01:48) (chat)  Kum7: @natsu2o27, споки ноги , выздоравливай wlgLuv wlgLuv dangarLove dangarLove
01:58:31 (03:01:53) (chat)  SwampDoctor113: Растешь)
01:58:33 (03:01:55) (chat)  ASAGIUS: @hvatman за подписку даёт 500 + в Пустоши (!wasteland)
01:58:36 (03:01:58) (chat)  angry_ytka: @Natsu2o27 добрых снов wlgDuck
01:58:36 (03:01:59) (chat)  totsamyiharry: @fertonok отлично, отмечу себе на карте
01:58:38 (03:02:00) (chat)  OperationMadman: @natsu2o27 пока
01:58:38 (03:02:01) (chat)  KTVSKY: @WELOVEGAMES привет! Давно начали?
01:58:39 (03:02:01) (chat)  Fant_GV: @WELOVEGAMES Что-то не помню, чтобы тебя от дарк соулса так бомбило))
01:58:41 (03:02:03) (chat)  Ryzhayaryzhaya: @LUCKY_SAM привяу ryzhay1Fyrfyr
01:58:44 (03:02:06) (chat)  wlgboy: скидка до 20% на продукцию ASUS. Приятных покупок с промокодом WLG по ссылке: https://vk.cc/9ivAk7
01:58:45 (03:02:07) (chat)  julia_vi1: @Fomikrai Какой такой день? Уже ночь! Ничего не знаю BLELELE
01:58:45 (03:02:08) (chat)  Mrs_Christ: !up
01:58:46 (03:02:08) (chat)  Nightbot: Онлайн уже 3 hours 2 minutes 18 seconds
01:58:48 (03:02:10) (chat)  Pavlush1k: Чат виноват
01:58:48 (03:02:10) (chat)  KTVSKY: q chat
01:58:55 (03:02:17) (chat)  Brandsboid: в этой игре надо много фармить
01:59:02 (03:02:24) (chat)  Takeshi13: @ktvsky wlg5 привет
01:59:02 (03:02:25) (chat)  ASAGIUS: @KTVSKY wlg5
01:59:04 (03:02:26) (chat)  Vishenka_Cherry: @KTVSKY wlg5 wlg5
01:59:06 (03:02:28) (chat)  profile10100: @WELOVEGAMES Будем считать, что это был тест, пропадут или нет wlgHype
01:59:06 (03:02:28) (chat)  graaaanet: @ktvsky wlg5 wlg5 wlg5 wlg5 wlgHype wlgDance
01:59:07 (03:02:29) (chat)  PupsikTvoy: как себя чувствуешь?
01:59:08 (03:02:30) (chat)  DokerStim: @KTVSKY wlg5 wlg5 wlg5
01:59:09 (03:02:31) (chat)  LUCKY_SAM: @Ryzhayaryzhaya Дратути bjornPled
01:59:09 (03:02:32) (chat)  Mrs_Christ: @KTVSKY wlgF
01:59:15 (03:02:37) (chat)  Fomikrai: @julia_vi1 вот через две минуты ночь и будет BLELELE
01:59:17 (03:02:39) (chat)  SwampDoctor113: Давно ли? Да у меня вся жизнь перед глазами прошла с ЭТИМ
01:59:20 (03:02:42) (chat)  Natsu2o27: @graaaanet @Takeshi13 @Fomikrai @ASAGIUS @Mrs_Christ @Vishenka_Cherry @santimentorr @LUCKY_SAM @Kum7 @angry_ytka @OperationMadman stkLov casusPled casusLove pykaLove wlgMug mverseL0VE wlgLuv wlgMug
01:59:21 (03:02:43) (chat)  wlgboy: @Gacid вы вернулись из пустоши - залог возвращен. Медперсонал убежища заметил у вас в костюме прокол. Необходимо провести обследование. Это займет 109 секунд. Вы обнаружили редкий сундучок с 64 крышкечами. Теперь на вашем балансе 27447 крышечек.
01:59:21 (03:02:43) (chat)  rustam01214: у тебя в инвеньаре груды метала сохраняются их на запчасти разбирать и на крафт пускать можно))
01:59:24 (03:02:46) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
01:59:27 (03:02:49) (chat)  Ryzhayaryzhaya: @KTVSKY привяу ryzhay1Fyrfyr
01:59:27 (03:02:49) (chat)  Nicothin: wlgOralb
01:59:30 (03:02:53) (chat)  julia_vi1: @Mrs_Christ Да разве ж это близко?! wlgDen
01:59:34 (03:02:56) (chat)  hvatman: @ASAGIUS а если подарочная подписка?
01:59:38 (03:03:00) (chat)  KATOD7: @WELOVEGAMES на тебя положил глаз KappaPride
01:59:39 (03:03:01) (chat)  OperationMadman: @lucky_sam хей!!!!!! wlgDen
01:59:46 (03:03:08) (chat)  Fomikrai: !passport
01:59:47 (03:03:09) (chat)  wlgboy: @Fomikrai вы успешно прошли проверку на гражданство Убежища. Вам выдано 500 крышечек и 1 слот в инвентаре.
01:59:54 (03:03:16) (chat)  KTVSKY: @WELOVEGAMES первая была не плохой, но не осилил, хочется посмотреть на вторую попытку
01:59:55 (03:03:18) (chat)  ASAGIUS: @hvatman тогда не даёт, но можно прописать !passport
01:59:58 (03:03:20) (chat)  Mrs_Christ: @julia_vi1 А насколько близко вам хотелось бы? wlgOralb
01:59:58 (03:03:21) (chat)  brylockgames: Remnant неплохая, интересная
02:00:01 (03:03:23) (chat)  SwampDoctor113: DS это мазохизм, но мативированный
02:00:03 (03:03:25) (chat)  Brandsboid: отключи сглаживание
02:00:04 (03:03:26) (chat)  totsamyiharry: @julia_vi1 вот именно!!
02:00:06 (03:03:28) (chat)  koteg: @WELOVEGAMES послушай сердце, оно не обманет... Kappa
02:00:07 (03:03:30) (chat)  rustam01214: у тебя в инвентаре груды метала сохраняются их на запчасти разбирать и на крафт пускать можно
02:00:15 (03:03:38) (chat)  Kum7: BLELELE
02:00:15 (03:03:38) (chat)  Froxion: !passport
02:00:16 (03:03:38) (chat)  hvatman: !passport
02:00:16 (03:03:39) (chat)  wlgboy: @hvatman вы успешно прошли проверку на гражданство Убежища. Вам выдано 500 крышечек и 1 слот в инвентаре.
02:00:21 (03:03:43) (chat)  Fomikrai: !wasteland
02:00:21 (03:03:44) (chat)  wlgboy: @Fomikrai вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 55 минут.
02:00:22 (03:03:44) (chat)  LUCKY_SAM: @OperationMadman Хаайй!!! SchubertRoll
02:00:22 (03:03:44) (chat)  PazhiloyBatyshkaKolovrat: Враги как-то неестественно себя ведут
02:00:24 (03:03:47) (chat)  fertonok: @totsamyiharry а ещё если забраться на крышу заправки на юге то можно увидеть 2 луны) очень романтично там
02:00:27 (03:03:49) (chat)  hvatman: ура
02:00:33 (03:03:55) (chat)  OperationMadman: operat25WORKBOOTY operat25WORKBOOTY operat25WORKBOOTY operat25WORKBOOTY operat25WORKBOOTY
02:00:34 (03:03:57) (chat)  Listiyam: @WELOVEGAMES Будуд ещё заезды в марио кард ?
02:00:34 (03:03:57) (chat)  PupsikTvoy: я удивлен что продаж хватило разрабам на вторую LUL
02:00:35 (03:03:57) (chat)  SirChpokovich: SirChpokovich subscribed at Tier 1. 
02:00:35 (03:03:57) (chat)  wlgboy: @SirChpokovich документы на гражданство Убежища успешно оформлены! Вам выдано 500 крышечек и 1 слот в инвентаре.
02:00:40 (03:04:02) (chat)  Mrs_Christ: wlg5 wlg5 wlg5 wlg5
02:00:40 (03:04:03) (chat)  Maelochka: wlg5 wlg5 wlg5
02:00:41 (03:04:03) (chat)  Fomikrai: wlg5 wlg5 wlg5 wlg5
02:00:42 (03:04:04) (chat)  Takeshi13: wlg5 wlg5 wlg5
02:00:43 (03:04:05) (chat)  SwampDoctor113: <3 <3 <3 <3 <3 <3 <3
02:00:44 (03:04:06) (chat)  wlgboy: хочешь узнать, когда будет следующий стрим? Подпишись на уведомления посредством личных сообщений ВКонтакте. Это удобно! https://vk.cc/9rSVZA
02:00:44 (03:04:06) (chat)  wuhjaz: она какой-то деревянной кажется
02:00:45 (03:04:08) (chat)  Vishenka_Cherry: wlg5 wlg5 wlg5
02:00:46 (03:04:08) (chat)  LUCKY_SAM: wlg5 wlgLuck wlg5 wlgLuck wlg5 wlgLuck wlg5 wlgLuck wlg5 wlgLuck wlg5 wlgLuck
02:00:47 (03:04:09) (chat)  ASAGIUS: wlg5 wlg5 wlg5 wlg5 wlg5
02:00:48 (03:04:11) (chat)  Mrs_Christ: @SirChpokovich wlgF
02:00:48 (03:04:11) (chat)  Michuri4: FBCatch FBCatch FBCatch FBCatch FBCatch FBCatch
02:00:49 (03:04:12) (chat)  Brandsboid: первая успешно продалась
02:00:51 (03:04:13) (chat)  totsamyiharry: @fertonok ухх, да я там задержусь в пустоши видимо
02:00:51 (03:04:14) (chat)  DokerStim: wlg5 wlg5 wlg5 wlg5 wlg5
02:00:52 (03:04:15) (chat)  Fomikrai: wlgPeka
02:00:54 (03:04:16) (chat)  LeBomjareaux: wlg5 wlg5 wlg5 wlg5
02:00:54 (03:04:16) (chat)  julia_vi1: @Fomikrai Вот, правильно скоро уже полночь, а где Дима? Кому я буду показывать свой любимый смайлик? BLELELE
02:00:55 (03:04:18) (chat)  NIKZlo: wlg5 wlg5 wlg5 wlg5
02:00:56 (03:04:19) (chat)  Free_Serfer: wlg5 wlg5 wlg5 wlg5
02:00:57 (03:04:20) (chat)  fertonok: wlg5 wlg5 wlg5
02:00:59 (03:04:21) (chat)  kim_slava: djtickLe djtickLe djtickLe
02:00:59 (03:04:21) (chat)  Bogda123: wlg5 wlg5 wlg5 wlg5
02:01:00 (03:04:23) (chat)  Lucky13RF: в 1ой нельзя было свеого челика создать
02:01:04 (03:04:26) (chat)  wlgboy: @AlexFAS29 вы уже находитесь в пустоши. Времени до возвращения: 5 минут.
02:01:07 (03:04:29) (chat)  OperationMadman: wlg5 wlg5 wlg5 wlg5 wlg5 wlg5
02:01:09 (03:04:32) (chat)  SirChpokovich: wlg5
02:01:12 (03:04:34) (chat)  xeniamuerte: wlgCorn wlgCorn wlgCorn
02:01:12 (03:04:35) (chat)  Mrs_Christ: @ASAGIUS У тебя в декабре сессия будет?
02:01:15 (03:04:37) (chat)  hvatman: @ASAGIUS спасибо
02:01:18 (03:04:40) (chat)  SirChpokovich: Орда
02:01:18 (03:04:40) (chat)  SupremeLolka: PogChamp -вич
02:01:19 (03:04:41) (chat)  Michuri4: SMOrc SMOrc SMOrc SMOrc SMOrc
02:01:22 (03:04:44) (chat)  zaopdyyy: SMOrc SMOrc SMOrc SMOrc SMOrc SMOrc SMOrc SMOrc
02:01:24 (03:04:46) (chat)  wlgboy: информация об игровых релизах в сентябре: https://vk.cc/9M1a8T
02:01:25 (03:04:47) (chat)  totsamyiharry: !wasteland
02:01:25 (03:04:47) (chat)  Lafdre: SMOrc SMOrc SMOrc SMOrc
02:01:25 (03:04:48) (chat)  wlgboy: @totsamyiharry вы уже находитесь в пустоши. Времени до возвращения: 51 минуту.
02:01:26 (03:04:48) (chat)  Elik19: Альянс Онли
02:01:26 (03:04:48) (chat)  Fomikrai: @julia_vi1 от не надо по больному, а, почему он на твич не идет вот BibleThump
02:01:26 (03:04:48) (chat)  freechelik: за Ордянс
02:01:26 (03:04:49) (chat)  xeniamuerte: tvjuiceOrc tvjuiceOrc tvjuiceOrc
02:01:28 (03:04:50) (chat)  ToxinPower: орда сосед
02:01:28 (03:04:51) (chat)  Affy_from_sc2tv: @WELOVEGAMES Денис, а у тебя все еще осталось в планах запустить канал с английскими трансляциями? wlgPled
02:01:29 (03:04:51) (chat)  ASAGIUS: @Mrs_Christ кажись да katiR
02:01:30 (03:04:52) (chat)  0veRS0uL: SMOrc SMOrc SMOrc SMOrc
02:01:31 (03:04:53) (chat)  julia_vi1: @Mrs_Christ Шо за провакационные вопросы такие wlgDen
02:01:31 (03:04:53) (chat)  Maelochka: !wasteland
02:01:31 (03:04:53) (chat)  LeBomjareaux: SMOrc SMOrc SMOrc SMOrc SMOrc
02:01:31 (03:04:54) (chat)  wlgboy: @Maelochka вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 56 минут.
02:01:33 (03:04:56) (chat)  SpiN_tv: @WELOVEGAMES средней симпатичности
02:01:34 (03:04:56) (chat)  wlgboy: @Takeshi13 вы вернулись из пустоши - залог возвращен. Вы обнаружили редкий сундучок с 69 крышечками. Теперь на вашем балансе 14419 крышечек.
02:01:36 (03:04:58) (chat)  SirChpokovich: @WELOVEGAMES SMOrc
02:01:36 (03:04:58) (chat)  wlgboy: @KURT спасибо за поддержку на 100.00 RUB. Вам было выдано соответствующее кол-во крышечек.
02:01:39 (03:05:01) (chat)  Bogda123: SMOrc SMOrc SMOrc SMOrc SMOrc
02:01:39 (03:05:02) (chat)  zaopdyyy: SMOrc SMOrc SMOrc SMOrc SMOrc SMOrc
02:01:42 (03:05:04) (chat)  palladium_tv: !passport
02:01:42 (03:05:05) (chat)  hvatman: !wasteland
02:01:43 (03:05:05) (chat)  wlgboy: @hvatman вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 31 минуту.
02:01:43 (03:05:06) (chat)  apnor_tv: apnor_tv subscribed with Twitch Prime. 
02:01:44 (03:05:06) (chat)  wlgboy: @apnor_tv документы на гражданство Убежища успешно оформлены! Вам выдано 500 крышечек и 1 слот в инвентаре.
02:01:46 (03:05:08) (chat)  xeniamuerte: wlgWow
02:01:48 (03:05:10) (chat)  ASAGIUS: wlg5 wlg5 wlg5 wlg5 wlg5
02:01:48 (03:05:11) (chat)  kim_slava: https://clips.twitch.tv/EnthusiasticPreciousMomRedCoat клип что чпокович сделал Kappa Kappa Kappa Kappa
02:01:49 (03:05:12) (chat)  KURT_KD: wlg5 wlg5 wlg5 wlg5 wlg5
