17:02:06 (00:00:30) (chat)  anksi: Kreygasm Kreygasm
20:19:56 (03:18:19) (chat)  FireFly_Serenity: Ансабы ну благодарим @Komkate kkislaKappa kkislaKappa
20:19:56 (03:18:19) (chat)  17thRain: не буди его
20:19:56 (03:18:19) (chat)  NorthFailer: я сказал
20:19:56 (03:18:19) (chat)  h6nk707: BabyRage
20:19:56 (03:18:20) (chat)  moonbeamdota: bleedPurple bleedPurple bleedPurple
20:19:57 (03:18:20) (chat)  w3xkoD: @welovegames мы посовещались и решили скинуться на чат без Сабов 😈😈😈
20:19:57 (03:18:20) (chat)  oprometchiviy: wlg20 wlg20 wlg20 wlg20wlg20
20:19:58 (03:18:21) (chat)  Oblivioushead: А человека уже нету
20:19:59 (03:18:22) (chat)  Joker_Smith: Ансабы не поблагодарили
20:19:59 (03:18:23) (chat)  Samurai____Jack: Сказали и не раз
20:19:59 (03:18:23) (chat)  Nimferna: нас баюкают)
20:20:00 (03:18:23) (chat)  l7uyl7uy: он наш враг)
20:20:00 (03:18:23) (chat)  PervyiIzKosmosa: Говорили
20:20:00 (03:18:23) (chat)  Nick_TIRONE: не за что wlgSad
20:20:00 (03:18:23) (chat)  renoske1ez: Сказали
20:20:01 (03:18:24) (chat)  firedron: спасибо герою
20:20:01 (03:18:24) (chat)  mellod_kills: мне подарили подписку, а я даже не знаю кто, но если ты тут, то большое спасибо
20:20:01 (03:18:24) (chat)  oprometchiviy: Всем здаровааааааааа
20:20:01 (03:18:25) (chat)  sokolow: неееееееет
20:20:01 (03:18:25) (chat)  bobuika: wlgLuv wlgLuv wlgLuv wlgLuv wlgLuv wlgLuv wlgLuv wlgLuv
20:20:02 (03:18:26) (chat)  BraveBrew: tvjuiceF tvjuiceF tvjuiceF
20:20:02 (03:18:26) (chat)  Grey_hounD: SmileW
20:20:04 (03:18:27) (chat)  Vyacheslav11: Сказали и не раз
20:20:04 (03:18:27) (chat)  Iluho2608: Бан ему
20:20:06 (03:18:29) (chat)  doctor_miles: @WELOVEGAMES это музыка игры?
20:20:06 (03:18:29) (chat)  wlgboy: хочешь узнать, когда будет следующий стрим? Подпишись на уведомления посредством личных сообщений ВКонтакте. Это удобно! https://vk.cc/9rSVZA
20:20:07 (03:18:31) (chat)  DepozitPositiv: ну да
20:20:08 (03:18:31) (chat)  d0dgy: СПАСИБО БЛИН
20:20:08 (03:18:31) (chat)  K1FT_: спасибо <3
20:20:08 (03:18:32) (chat)  brother_darkness_yet: Я отлично, спасибо Денис, что беспокоишься за меня Kappa
20:20:09 (03:18:32) (chat)  saintstudent: Ути какая
20:20:09 (03:18:32) (chat)  Oblivioushead: Ребят, а в этой игре автобег есть?
20:20:09 (03:18:32) (chat)  maj0r_Kusanagi: сказали, не надо тут
20:20:09 (03:18:32) (chat)  sosiska_settiska: Спасибо, кто открыл чатик Kapp
20:20:10 (03:18:33) (chat)  mkloff: Я пока страничку не обновил, у меня был саб чат
20:20:10 (03:18:34) (chat)  onillke: пасиба :_
20:20:11 (03:18:34) (chat)  LionSPb: @oprometchiviy привет wlg5 wlgOralb
20:20:13 (03:18:37) (chat)  elias_shimm: wlgOralb wlgOralb wlgOralb
20:20:14 (03:18:38) (chat)  Phoenixprost: <3 <3 <3 <3
20:20:14 (03:18:38) (chat)  dgdiam0nd: SeemsGood
20:20:17 (03:18:40) (chat)  J_e_k_a: сказали вы не видели
20:20:17 (03:18:41) (chat)  Ded_DOMOSED: не благодарные ансабы, мои мальчики karmikSmile
20:20:17 (03:18:41) (chat)  wanderckliff: !время
20:20:20 (03:18:43) (chat)  Abbigale_: Спасибо =)
20:20:21 (03:18:44) (chat)  BeaverBooh: Ну спасибо, повеселил wlgDen
20:20:22 (03:18:45) (chat)  GRIFSTGAMES: От всех жителей пустоши спасибо тебе добрый человек
20:20:22 (03:18:45) (chat)  mrtsypa: <3
20:20:22 (03:18:45) (chat)  Do4ka1: wlgZz wlgZz wlgZz
20:20:22 (03:18:45) (chat)  Zbskatka: Спасибо
20:20:24 (03:18:47) (chat)  NorthFailer: Бан подстрекателю, хвала @Komkate
20:20:24 (03:18:48) (chat)  m104: Это пустоши тут свои законы!
20:20:26 (03:18:49) (chat)  H1rrEP: ля балдежная игра, ламповый стример, спасибо что вы есть
20:20:27 (03:18:50) (chat)  PervyiIzKosmosa: @Oblivioushead нет
20:20:27 (03:18:50) (chat)  V_O_o_V: merdeksEto merdeksBan merdeksCygan
20:20:27 (03:18:51) (chat)  gelik43: Пасиба SeemsGood
20:20:29 (03:18:52) (chat)  wanderckliff: !up
20:20:29 (03:18:53) (chat)  Nightbot: Онлайн уже 3 hours 19 minutes 4 seconds
20:20:30 (03:18:53) (chat)  RSpwnz: спасибо <3
20:20:31 (03:18:54) (chat)  Aletiy: Kappa
20:20:31 (03:18:55) (chat)  Star_Guardian_Rakan: Ахахахаха
20:20:32 (03:18:55) (chat)  Liegaro: @WELOVEGAMES А если снять сабмод когда ты розыгрыш только для сабов делаешь - ты снимишь?
20:20:32 (03:18:56) (chat)  xeniamuerte: LUL LUL LUL
20:20:33 (03:18:56) (chat)  igor_lastetski: WOW KRFooty
20:20:35 (03:18:58) (chat)  LionSPb: wlgDen
20:20:35 (03:18:59) (chat)  Destinety: коктейль готов!
20:20:36 (03:18:59) (chat)  oprometchiviy: Ну как вы тут в сабмодии своей? Скучали без нас?!!!
20:20:36 (03:18:59) (chat)  autidnavi: LUL LUL
20:20:36 (03:18:59) (chat)  Nakasikasykasena: бармен я просил не взбалтывать @WELOVEGAMES Kappa
20:20:37 (03:19:00) (chat)  SadResult: wlgPeka
20:20:37 (03:19:01) (chat)  Apxtech: Смешать но не взбалтывать
20:20:38 (03:19:01) (chat)  h6nk707: BabyRage
20:20:38 (03:19:01) (chat)  GCook: В смысле? DansGame я писал спасибо sodaAngry
20:20:40 (03:19:04) (chat)  kyzbma: SMOrc
20:20:42 (03:19:05) (chat)  Joker_Smith: Изверг LUL
20:20:42 (03:19:05) (chat)  Farewell666: Ну так все же знают,что случилось с героем в первой Фоллаут
20:20:43 (03:19:06) (chat)  Trickster_FOX_: wlgOralb wlgOralb wlgOralb
20:20:44 (03:19:07) (chat)  OnePunchManOW: взболтать но не смешивать
20:20:45 (03:19:08) (chat)  m4rk_73: Отец года.
20:20:45 (03:19:09) (chat)  yoba4: ребенка можно выкинуть?
20:20:46 (03:19:10) (chat)  Grey_hounD: о там об стенки не бьется????
20:20:50 (03:19:13) (chat)  GRIFSTGAMES: Пустили погреться а то на улице холодно
20:20:51 (03:19:14) (chat)  cocaincowwboy: Закрывай!!!!
20:20:51 (03:19:15) (chat)  RinaRuina: @WELOVEGAMES не тряси его как шейкер, а то коктейл получишь
20:20:52 (03:19:16) (chat)  PakeTa_ppp: <3 <3 <3
20:20:52 (03:19:16) (chat)  LionSPb: взболтать, но не смешивать
20:20:53 (03:19:16) (chat)  N3zzlez: Этот народ безнадёжен , закрывай обратно wlgOralb wlgOralb
20:20:54 (03:19:18) (chat)  Cook1eMan_: @Nakasikasykasena wlgPeka wlgPeka wlgPeka
20:20:54 (03:19:18) (chat)  zelante_: осужжаю
20:20:58 (03:19:22) (chat)  fertonok: ну спасибо wlgBored
20:20:59 (03:19:22) (chat)  Oblivioushead: @PervyiIzKosmosa То есть надо постоянно держать клавишу в нужном направлении?
20:21:00 (03:19:23) (chat)  daudbilal: DogePls
20:21:01 (03:19:24) (chat)  He_Zzzz: @WELOVEGAMES а отменить операцию можно? если ты например отменил сабмод, а там вместо приличных людей орки повылезали?
20:21:06 (03:19:29) (chat)  wlgboy: переходи по ссылке vk.cc/9OYaHK и приобретай новую улучшенную бритву Gillette Fusion 5 ProGlide. Это выбор настоящего мужика. Начни с себя. Ведь гладко в жизни – гладко во всем! С Gillette любая твоя катка будет гладкой.
20:21:11 (03:19:34) (chat)  m104: Иди хиралий собирать!!!!!
20:21:13 (03:19:36) (chat)  w3xkoD: @welovegames премию отец года этому джентельмену 😂
20:21:13 (03:19:36) (chat)  Ber2lis: Настоящим героям не нужна благодарность!
20:21:14 (03:19:38) (chat)  FireFly_Serenity: ля музон
20:21:16 (03:19:39) (chat)  V_O_o_V: etcGrump etcBulb
20:21:16 (03:19:39) (chat)  griffendors: PartyPoro PartyPoro PartyPoro
20:21:19 (03:19:42) (chat)  mooooooncake: Ух какая песенка
20:21:19 (03:19:43) (chat)  PandaAlkogolic: Попытка номер 3 "Алиса , будет ли хранитель убежища стримить Subverse?"
20:21:20 (03:19:43) (chat)  Trickster_FOX_: ООО Артур)))
20:21:20 (03:19:44) (chat)  daudbilal: wlgComfort
20:21:20 (03:19:44) (chat)  FeBellus: wlgOralb wlgOralb
20:21:26 (03:19:49) (chat)  firedron: ШОК КОНТЕНТ: Денис трясёт своего малыша в прямом эфире!!! Бер регистрации и СМС PagChomp
20:21:26 (03:19:49) (chat)  wlgboy: скидка до 20% на продукцию ASUS. Приятных покупок с промокодом WLG по ссылке: https://vk.cc/9ivAk7
20:21:26 (03:19:49) (chat)  PervyiIzKosmosa: @Oblivioushead да, контроль постоянный. Как и в жизни... страдания
20:21:30 (03:19:54) (chat)  NorthFailer: Лестница выдерживает под 300 кг CoolStoryBob
20:21:31 (03:19:54) (chat)  Grey_hounD: HandsUp
20:21:31 (03:19:55) (chat)  WaldemarVovan: sharishaCoolStory
20:21:32 (03:19:55) (chat)  FeBellus: DogePls
20:21:32 (03:19:55) (chat)  l7uyl7uy: @WELOVEGAMES что за трек?
20:21:33 (03:19:56) (chat)  J_e_k_a: затирают нас, не по благодарили, кто слепой тот не видел. Счастья и здоровья пожелали доброму человеку
20:21:34 (03:19:57) (chat)  Samurai____Jack: Ну ты атец
20:21:36 (03:20:00) (chat)  SoWaGodi: -3500
20:21:40 (03:20:03) (chat)  Gothica89: wlgRip
20:21:41 (03:20:04) (chat)  autidnavi: а поч ты не используешь экзоноги?
20:21:42 (03:20:06) (chat)  PervyiIzKosmosa: !wasteland
20:21:43 (03:20:06) (chat)  wlgboy: @PervyiIzKosmosa вы уже находитесь в пустоши. Времени до возвращения: 12 минут.
20:21:47 (03:20:11) (chat)  BeaverBooh: Тебе же к вышке вроде было
20:21:48 (03:20:11) (chat)  AngryLukesh: Press F Для Бати
20:21:48 (03:20:11) (chat)  d0dgy: песня из короля артура чтоли?
20:21:48 (03:20:11) (chat)  Oblivioushead: @PervyiIzKosmosa Это все усложняет(
20:21:54 (03:20:17) (chat)  Do4ka1: Kreygasm
20:21:55 (03:20:18) (chat)  Taitan21: HeyGuys
20:21:55 (03:20:18) (chat)  Trickster_FOX_: @WELOVEGAMES Это же песня из Король Артур от ГАЯ РИЧИ
20:21:57 (03:20:20) (chat)  K1FT_: а потом вырос артей
20:21:58 (03:20:22) (chat)  twiflex: Где саб мод то? АЛО aimlulBeeS
20:21:59 (03:20:22) (chat)  OiK__: DogePls
20:22:00 (03:20:24) (chat)  techies137: В игре есть какой-то смысл или это симулятор курьера с катсценами по полчаса ?
20:22:01 (03:20:24) (chat)  AardSkelige: @WELOVEGAMES привет, это дропы твича или мой инет?//
20:22:02 (03:20:25) (chat)  ITshnik: @angrylukesh fff
20:22:06 (03:20:29) (chat)  Samurai____Jack: Это монгольские народные ?
20:22:06 (03:20:29) (chat)  rofldudehaha: В чем смысл игры ??
20:22:06 (03:20:30) (chat)  DkOda: @welovegames помню, ты когда-то говорил, что работал в детском саду. Там тоже так успокаивал детей? LUL
20:22:10 (03:20:33) (chat)  wlgboy: @Takeshi13 вы вернулись из пустоши - залог возвращен. Вы нашли обычный предмет на старой свалке - [Диск Убежища 13]. К сожалению у вас не было места в инвентаре. Вы надежно спрятали находку, записали координаты местонахождения предмета и продали их перекупщику за 115 крышечек.
20:22:13 (03:20:37) (chat)  RinaRuina: !wasteland
20:22:14 (03:20:37) (chat)  wlgboy: @RinaRuina вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 53 минуты.
20:22:16 (03:20:39) (chat)  autidnavi: @WELOVEGAMES а поч ты не используешь экзоноги?
20:22:16 (03:20:40) (chat)  l7uyl7uy: @WELOVEGAMES трек в студию
20:22:18 (03:20:41) (chat)  Fomikrai: SourPls
20:22:18 (03:20:42) (chat)  AngryLukesh: @ITshnik О Привет
20:22:21 (03:20:44) (chat)  wanqoast: тест
20:22:22 (03:20:45) (chat)  jamaj17: LUL
20:22:23 (03:20:46) (chat)  Gothica89: wlgRip
20:22:23 (03:20:46) (chat)  Joker_Smith: @WELOVEGAMES А что оранжевая полоска означает ?
20:22:24 (03:20:47) (chat)  TheDan1eL: дайте трек
20:22:25 (03:20:48) (chat)  AardSkelige: @WELOVEGAMES спасибо, Денис!
20:22:26 (03:20:49) (chat)  life_is_anguish: с этим скилетом Сэм как толстячок вид сзади
20:22:26 (03:20:50) (chat)  ITshnik: @angrylukesh хааай
20:22:29 (03:20:52) (chat)  dimkadobryak: Алиса, что появилось раньше яйцо или курица?
20:22:32 (03:20:56) (chat)  SoWaGodi: Получено: Задать вопрос Алисе Атомы 3 499 Подписчик со стажем: 2 мес.PandaAlkogolic: Попытка номер 3 "Алиса , будет ли хранитель убежища стримить Subverse?"
20:22:34 (03:20:57) (chat)  AViLovePlay: Меч короля Артура PogChamp
20:22:34 (03:20:58) (chat)  Trickster_FOX_: @WELOVEGAMES Это же песня из Король Артур от ГАЯ РИЧИ
20:22:42 (03:21:05) (chat)  wanqoast: @welovegames спаасиибоо castle5Aww castle5Aww castle5Aww castle5Aww castle5Aww
20:22:43 (03:21:06) (chat)  JaSt1cK: Если у вас нет детей, вы тоже знаете к кому обращаться Kappa Kappa
20:22:45 (03:21:08) (chat)  Los_in_Kyilos: @WELOVEGAMES это ещё сам Твич балуется
20:22:49 (03:21:13) (chat)  pandarenpod: Ооооо, отличный трек. Прям Короля Артура захотелось пересмотреть orkGasm orkGasm orkGasm
20:22:52 (03:21:16) (chat)  Samurai____Jack: Ты кого гаем назвал там
20:22:58 (03:21:22) (chat)  Spirit_WinD: у меня тоже проблемы с буферизацией... включил через впн и норм стало...
20:23:00 (03:21:23) (chat)  PervyiIzKosmosa: уууууу
20:23:00 (03:21:23) (chat)  wlgboy: @AlexanderRoman вы вернулись из пустоши - залог возвращен. Вы смогли найти мешочек с 17 крышечками. Теперь на вашем балансе 298 крышечек.
20:23:02 (03:21:26) (chat)  MasterInMargarita: у меня тоже дропы были
20:23:04 (03:21:28) (chat)  Gothica89: @trickster_fox_ Роман)
20:23:05 (03:21:28) (chat)  N3zzlez: @ludahicava Где смысл то wlgDen
20:23:06 (03:21:29) (chat)  snowbolltoni: чиво
20:23:06 (03:21:29) (chat)  Grey_hounD: Kermitpls
20:23:10 (03:21:33) (chat)  bobuika: !inv
20:23:10 (03:21:33) (chat)  wlgboy: @bobuika у вас в инвентаре следующие предметы: 1. [Пойло] 2. [Бесплатная подписка] 3. [Второй носок] 4. [Презерватив]. Занято слотов: [4/8]
20:23:11 (03:21:34) (chat)  Nazariana: @LudaHicava а шо, у нее есть смысл?))
20:23:11 (03:21:34) (chat)  Grey_hounD: панимаю
20:23:12 (03:21:35) (chat)  wanqoast: куда?
20:23:13 (03:21:36) (chat)  Joker_Smith: У меня со стримом всё ок
20:23:13 (03:21:37) (chat)  KilgunKing: @WELOVEGAMES ты не менее гениален, чем Кодзима, такой трек подобрать под поход
20:23:14 (03:21:38) (chat)  uga4akaugauga: @MasterInMargarita +++
20:23:16 (03:21:39) (chat)  bobuika: !wasteland
20:23:16 (03:21:39) (chat)  wlgboy: @bobuika вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 50 минут.
20:23:16 (03:21:39) (chat)  Do4ka1: пушка
20:23:17 (03:21:40) (chat)  Trickster_FOX_: @Gothica89 Привеееет))))
20:23:18 (03:21:41) (chat)  DIXARD: чё она сказала?
20:23:18 (03:21:41) (chat)  Random____: это трек из Короля Артура
20:23:18 (03:21:41) (chat)  Lemlimlom: !wasteland
20:23:18 (03:21:42) (chat)  wlgboy: @Lemlimlom вы уже находитесь в пустоши. Времени до возвращения: 3 минуты.
20:23:19 (03:21:42) (chat)  autidnavi: щиво
20:23:19 (03:21:43) (chat)  mooooooncake: The Devil & The Daughter (Bonus Track) - Daniel Pemberton
20:23:20 (03:21:43) (chat)  yoba4: за что дают атомы?
20:23:20 (03:21:43) (chat)  antivolt: Алису совсем не слышно
20:23:21 (03:21:44) (chat)  MusicDope: @aardskelige, какой провайдер?
