03:33:55 (00:00:00) (comm)  S1mplerV: !гз
00:42:01 (04:10:08) (chat)  EMOBLAZE: В клипе видно
00:42:01 (04:10:08) (chat)  Farewell666: каменная стена довела
00:42:06 (04:10:13) (chat)  imnorix: LUL
00:42:07 (04:10:14) (chat)  drynkiins: ыы))
00:42:07 (04:10:14) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
00:42:08 (04:10:15) (chat)  AllelujaSeven: он из за застроенной двери обиделся
00:42:08 (04:10:15) (chat)  FireFly_Serenity: @Real_Artful LUL
00:42:09 (04:10:16) (chat)  EDIIS: из-за камня обиделся
00:42:10 (04:10:17) (chat)  SupremeLolka: @aivaraszzz, тут клип скинули, и он вовсе не наигрался))
00:42:14 (04:10:22) (chat)  Do4ka1: ooo
00:42:21 (04:10:28) (chat)  RadioZefir: Танцуй и беги))
00:42:21 (04:10:28) (chat)  OmenQ9: Ахахахах, вот это взрыв
00:42:24 (04:10:32) (chat)  Skvatorix: wlgDance wlgDance wlgDance wlgDance wlgDance
00:42:25 (04:10:33) (chat)  imnorix: здоровенный детина жеж
00:42:25 (04:10:33) (chat)  andreevdima30: Лол, его серьезно от Дена прибомбило)
00:42:26 (04:10:33) (chat)  kenzi4: ох ЛОЛ он обиделся на стенку
00:42:26 (04:10:33) (chat)  MaKc_nAy4KoB: пописять ходил.
00:42:27 (04:10:34) (chat)  bobuika: wlgOralb wlgOralb wlgOralb wlgOralb
00:42:27 (04:10:34) (chat)  ASAGIUS: LUL
00:42:28 (04:10:36) (chat)  moh_bolotniy: Из синего гранита дом красивее
00:42:29 (04:10:36) (chat)  evilsky88: Хахах свецом застроил
00:42:30 (04:10:37) (chat)  ione_: alexiaBan
00:42:32 (04:10:39) (chat)  Mutabor_Shooter: LUL LUL LUL LUL
00:42:34 (04:10:42) (chat)  Mrs_Christ: LULW LULW LULW LULW
00:42:34 (04:10:42) (chat)  Foretell55: Где клип
00:42:37 (04:10:44) (chat)  MaKc_nAy4KoB: LUL LUL LUL LUL LUL LUL
00:42:37 (04:10:44) (chat)  Yoksare: Главное когда Дэна что-то обижает, всё его поддерживают. А Дангара - нет.
00:42:37 (04:10:45) (chat)  SupremeLolka: LUL LUL LUL LUL
00:42:38 (04:10:46) (chat)  Dimka90: LUL LUL LUL
00:42:40 (04:10:47) (chat)  Real_Artful: https://clips.twitch.tv/TriumphantProudGiraffeStinkyCheese
00:42:40 (04:10:47) (chat)  bobuika: igorLol igorLol igorLol igorLol igorLol igorLol
00:42:41 (04:10:49) (chat)  Mrs_Christ: Дуров верни стену
00:42:42 (04:10:49) (chat)  DokerStim: LUL LUL LUL LUL LUL
00:42:43 (04:10:50) (chat)  AinoSanya: LUL LUL LUL
00:42:43 (04:10:51) (chat)  malarad: LUL LUL LUL LUL LUL LUL LUL
00:42:46 (04:10:54) (chat)  vinnichan: Дангар как девочка
00:42:47 (04:10:54) (chat)  Farewell666: Денис когда восстанавливал дом из за спонтанных бомб бомбил,но не ливал orkLUL
00:42:48 (04:10:55) (chat)  SupremeLolka: LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL
00:42:49 (04:10:56) (chat)  reflexsik1988: daffTirTir daffTirTir daffTirTir daffTirTir daffTirTir daffTirTir daffTirTir daffTirTir daffTirTir daffTirTir daffTirTir daffTirTir daffTirTir daffTirTir daffTirTir daffTirTir
00:42:49 (04:10:56) (chat)  arcangenius: LUL LUL LUL
00:42:49 (04:10:56) (chat)  SwampDoctor113: LUL LUL LUL LUL LUL
00:42:49 (04:10:56) (chat)  Lyubim_: tvjuiceFp tvjuiceFp tvjuiceFp wlgFp wlgFp wlgFp
00:42:50 (04:10:57) (chat)  cjladkaya_cojlb: blackufaChamp blackufaChamp
00:42:51 (04:10:58) (chat)  Skvatorix: wlgPeka wlgPeka wlgPeka wlgPeka wlgPeka wlgPeka
00:42:53 (04:11:00) (chat)  hairyt: aimlulCry aimlulCry aimlulCry aimlulCry aimlulCry aimlulCry aimlulCry aimlulCry aimlulCry aimlulCry aimlulCry aimlulCry
00:42:54 (04:11:01) (chat)  s0ulbreaker23: убился о стену
00:42:58 (04:11:05) (chat)  EMOBLAZE: Кати правду говорит)
00:43:00 (04:11:07) (chat)  greeng1984: )))
00:43:00 (04:11:07) (chat)  cjladkaya_cojlb: artgam2Yopta artgam2Yopta artgam2Yopta artgam2Yopta artgam2Yopta artgam2Yopta artgam2Yopta artgam2Yopta
00:43:01 (04:11:08) (chat)  Nospire: @Kati - голос разума =))
00:43:06 (04:11:14) (chat)  kenzi4: просто это ДЕТИ малые
00:43:07 (04:11:14) (chat)  evilsky88: Все из за ба......
00:43:07 (04:11:15) (chat)  FireFly_Serenity: ахахахх Катя всё по факту igorPeka igorPeka igorPeka
00:43:07 (04:11:15) (chat)  Skvatorix: etmSogly etmSogly etmSogly etmSogly etmSogly etmSogly
00:43:08 (04:11:15) (chat)  Do4ka1: wlgDance wlgDance wlgDance wlgDance wlgDance
00:43:08 (04:11:15) (chat)  trancemaster124: Да чего доводить, если рофлов не понимает. Человек взрослый мужик
00:43:08 (04:11:15) (chat)  Zigrey: LUL LUL LUL
00:43:08 (04:11:15) (chat)  SwampDoctor113: Ахахахахахааххах
00:43:08 (04:11:15) (chat)  ASAGIUS: @Kati обидься и ты для разнообразия LULW
00:43:08 (04:11:16) (chat)  FEEDLAY: wlgPeka wlgPeka wlgPeka wlgPeka wlgPeka wlgPeka wlgPeka
00:43:09 (04:11:17) (chat)  Mrs_Christ: Можно я теперь с Катей буду играть? LULW
00:43:10 (04:11:17) (chat)  plely: FeelsRageMan
00:43:12 (04:11:19) (chat)  pix_seedis: Стена очень злобный панч
00:43:18 (04:11:25) (chat)  Skvatorix: жизу травит Катерина
00:43:18 (04:11:25) (chat)  Lyubim_: как мне стыдно перед Кати, за мужскую половину wlgFp
00:43:19 (04:11:26) (chat)  angry_ytka: wlgPeka wlgPeka wlgPeka wlgPeka
00:43:19 (04:11:26) (chat)  4aroki_bad_noy: @Kati wlgLuv wlgLuv Мири их wlg5
00:43:20 (04:11:27) (chat)  ARDRU_: Щвс еще и на Катю обидятся LUL
00:43:21 (04:11:28) (chat)  radiocatmel: Стыдно должно быть Kappa
00:43:23 (04:11:31) (chat)  AlexFAS29: !wasteland
00:43:24 (04:11:31) (chat)  wlgboy: @AlexFAS29 вы ушли в пустошь, оставив залог в 15 крышечек. Возвращение через 34 минуты.
00:43:24 (04:11:31) (chat)  RadioZefir: Это моя песочница!!! И я тут главный!!!))))
00:43:29 (04:11:36) (chat)  Twofac: сколько лет дангару?
00:43:30 (04:11:37) (chat)  santimentorr: wlgPray wlgPray
00:43:32 (04:11:39) (chat)  shadow_blade77: Обиженка пипец
00:43:32 (04:11:40) (chat)  Darkys120: LUL LUL
00:43:33 (04:11:40) (chat)  wlgboy: @Nicothin вы вернулись из пустоши - залог возвращен. Вы смогли найти мешочек с 18 крышечками. Теперь на вашем балансе 78 крышечек.
00:43:37 (04:11:44) (chat)  Lootos812: Катя дело говорит
00:43:39 (04:11:46) (chat)  RainGaRO: NotLikeThis NotLikeThis NotLikeThis
00:43:39 (04:11:47) (chat)  graaaanet: wlgDeer wlgDeer wlgDeer wlgDeer wlgDeer wlgDeer wlgDeer wlgDeer wlgDeer wlgDeer wlgDeer
00:43:41 (04:11:49) (chat)  MaKc_nAy4KoB: Это будет новая приколяха, ВЕРНИ СТЕНУ !
00:43:43 (04:11:50) (chat)  imnorix: да она такая же
00:43:45 (04:11:52) (chat)  cjladkaya_cojlb: Катя тащит)
00:43:48 (04:11:56) (chat)  angry_ytka: 3 парня а ведёте себя эх вы wlgDeer
00:43:49 (04:11:56) (chat)  imnorix: чё из себя строить
00:43:49 (04:11:56) (chat)  kenzi4: BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage
00:43:50 (04:11:58) (chat)  YokoLi33ner: а из за чего дангар разнылся
00:43:52 (04:11:59) (chat)  MaKc_nAy4KoB: Можно сделать смайлик
00:43:52 (04:12:00) (chat)  maaxfin: !wasteland
00:43:56 (04:12:03) (chat)  Darkraris: Чего они такие пуськи на все обижаются, вроде бы не первый день знаю друг друга
00:44:00 (04:12:07) (chat)  moh_bolotniy: Рыбалку даёшь, рыбу-бомбу
00:44:00 (04:12:07) (chat)  h_jack_i: перебаньте друг друга)
00:44:00 (04:12:07) (chat)  Real_Artful: wlgThumb
00:44:03 (04:12:10) (chat)  andreevdima30: Надеюсь это они по сценарию идут))) Сто пудов всю ночь его писали
00:44:04 (04:12:12) (chat)  s0ul_harvester: хахахаах
00:44:05 (04:12:12) (chat)  GlebBio: Требую смайл «стена» !!!! @welovegames
00:44:06 (04:12:13) (chat)  vikfox: ппц
00:44:06 (04:12:14) (chat)  shadow_blade77: !wasteland
00:44:07 (04:12:14) (chat)  bobuika: wlgDeer wlgDeer wlgDeer wlgDeer wlgDeer
00:44:10 (04:12:17) (chat)  IProROK: замутье Катю
00:44:10 (04:12:17) (chat)  SupremeLolka: да это на самом деле весело очень)))
00:44:11 (04:12:18) (chat)  Yoksare: Единственный адекватный игрок дама LUL
00:44:15 (04:12:22) (chat)  GlebBio: dangarLove dangarLove
00:44:16 (04:12:23) (chat)  barma_51: давно просто стримеры не коммуницировали в душном реале на работе, что аж от такой ерунды ранят в сердце )))
00:44:17 (04:12:24) (chat)  SwampDoctor113: Стена в пиксельной стине) LUL LUL LUL LUL LUL LUL LUL
00:44:20 (04:12:27) (chat)  Eu6ene: wlgRuined wlgRuined wlgRuined wlgRuined wlgRuined wlgRuined wlgRuined wlgRuined wlgRuined wlgHype wlgHype wlgHype
00:44:20 (04:12:28) (chat)  angry_ytka: Kati мама wlgPled wlgPled wlgPled
00:44:30 (04:12:38) (chat)  Mutabor_Shooter: Катя молодец wlgThumb
00:44:31 (04:12:38) (chat)  alekcuc1: wlgOralb wlgOralb wlgOralb
00:44:32 (04:12:40) (chat)  EDIIS: и у Катя рождаются тройняшки мальчики
00:44:36 (04:12:44) (chat)  santimentorr: @barma_51 эх жиза
00:44:40 (04:12:47) (chat)  SwampDoctor113: тьфу, игре LUL
00:44:41 (04:12:48) (chat)  Farewell666: Вообще чего обижаться?я бы сделал крылья,купил бы динамита,и стал бы летать туда-сюда над домом,сбрасывая напалм
00:44:44 (04:12:52) (chat)  WinterM00n: wlgPeka
00:44:45 (04:12:52) (chat)  Mudriy_krolik: Прям Белоснежка и три гнома-шахтёра. wlgOralb
00:44:45 (04:12:52) (chat)  Leovarden: LUL
00:44:46 (04:12:54) (chat)  Samray_n1: MingLee MingLee MingLee
00:44:47 (04:12:54) (chat)  wlgboy: хочешь узнать, когда будет следующий стрим? Подпишись на уведомления посредством личных сообщений ВКонтакте. Это удобно! https://vk.cc/9rSVZA
00:44:48 (04:12:55) (chat)  FireFly_Serenity: ахахах ща ещё Ден ливнет
00:44:48 (04:12:56) (chat)  Lyubim_: Кате респект wlgThumb wlgFlowers
00:44:51 (04:12:58) (chat)  AndreGOD: голда выпала
00:44:51 (04:12:58) (chat)  IProROK: аххаха
00:44:52 (04:12:59) (chat)  reflexsik1988: @WELOVEGAMES Деним передай кате у меня мать 4 сыновей воспитала реально это тяжело
00:44:57 (04:13:05) (chat)  SwampDoctor113: Моментальная карма
00:44:59 (04:13:06) (chat)  Alucard_291: lucahFace lucahFace lucahFace
00:45:01 (04:13:09) (chat)  moh_bolotniy: Чайка в двигатель попала wlgSad
00:45:07 (04:13:14) (chat)  ThislsDaWey: @GlebBio вот же он, смайл 4House
00:45:07 (04:13:14) (chat)  vokkla: @WELOVEGAMES Стример, ты можешь купить ракетные ботинки и соединить со своими. Место освободишь.
00:45:08 (04:13:15) (chat)  imnorix: просто заработала очков на конфликте Kappa
00:45:12 (04:13:19) (chat)  GlebBio: @alucard_291 dangarHi dangarHi dangarHi
00:45:18 (04:13:25) (chat)  valdislav: вернись в коноху саске...
00:45:20 (04:13:27) (chat)  Mrs_Christ: Ахахах
00:45:25 (04:13:32) (chat)  Eu6ene: Kermitpls Kermitpls Kermitpls
00:45:25 (04:13:32) (chat)  baggins_: @WELOVEGAMES лучше бы в пещере свои стены ставил Kappa
00:45:27 (04:13:34) (chat)  wlgboy: ВНИМАНИЕ! До конца сентября скидка 50% на подписку и переподписку! Порадуй стримера и себя! Kappa //
00:45:37 (04:13:44) (chat)  GlebBio: @thislsdawey ?? Какой ? Я с мобилки (
00:45:39 (04:13:46) (chat)  Alucard_291: @GlebBio lucahHug
00:45:41 (04:13:48) (chat)  WhatSeekethThee: katiVerySmol
00:45:42 (04:13:49) (chat)  ASAGIUS: LULW
00:45:42 (04:13:50) (chat)  SupremeLolka: LUL LUL LUL LUL
00:45:43 (04:13:50) (chat)  IWannaBeCat: wlgWow wlgWow wlgWow
00:45:43 (04:13:51) (chat)  vermeshe1: LUL
00:45:45 (04:13:52) (chat)  YokoLi33ner: азазазаза
00:45:47 (04:13:55) (chat)  Samray_n1: MingLee MingLee MingLee MingLee MingLee MingLee
00:45:48 (04:13:55) (chat)  NekitChannelFun: LUL LUL LUL
00:45:49 (04:13:56) (chat)  Mrs_Christ: LULW LULW LULW
00:45:50 (04:13:58) (chat)  Yoksare: Ща Дэн сгорит уже =)
00:45:51 (04:13:58) (chat)  angry_ytka: LUL LUL LUL LUL
00:45:51 (04:13:58) (chat)  kenzi4: BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage
