18:37:48 (00:00:06) (chat)  Kate_Rey: алло?
21:00:15 (02:22:33) (chat)  Nightbot: На разные суммы доната стоят разные оповещения. АЦКИЕ АЛЕРТЫ на 666 и 6666 рублей. . От 50 до 299, от 300 до 499, от 500 до 799, от 800 до 999, от 1000 до 1299, от 1300 и так далее. https://donatepay.ru/don/artgames
21:00:17 (02:22:35) (chat)  sabrus77: тележку
21:00:19 (02:22:37) (chat)  XerkusDotPro: или я такой :(
21:00:31 (02:22:49) (chat)  heavenkot: своя база для просмотра жесткого прна PogChamp
21:00:36 (02:22:54) (chat)  sloyka_s_sirom: @XerkusDotPro именно такая
21:00:37 (02:22:55) (chat)  gwen_devil: будь
21:00:41 (02:22:59) (chat)  KurokiUmi: будь
21:00:42 (02:23:00) (chat)  Snejok368: здоров
21:00:46 (02:23:04) (chat)  greatday007: будь здоров
21:00:49 (02:23:07) (chat)  Luminus_fox: Роад Раш artgam2RAGE artgam2RAGE
21:00:49 (02:23:07) (chat)  Gh0st_Head: Будь здоров jstLove
21:01:05 (02:23:24) (chat)  heavenkot: @luminus_fox что что?
21:01:09 (02:23:28) (chat)  Nightbot: Наш сервер в ДИСКОРДЕ. Присоединяйттесь: https://discordapp.com/invite/999ZDJs
21:01:32 (02:23:50) (chat)  Luminus_fox: @heavenkot роад раш SeemsGood
21:01:33 (02:23:51) (chat)  itaryh: Лежишь такой, смотришь ннуху, а тут Фраджайл такая телепортируется прямо в комнату...
21:01:45 (02:24:03) (chat)  XerkusDotPro: хм... А воздушный транспортер утопить можно?
21:01:49 (02:24:07) (chat)  Snejok368: я видел видео которое начиналось также
21:01:49 (02:24:08) (chat)  heavenkot: @luminus_fox ? на всякий случай - не болей
21:02:00 (02:24:18) (chat)  sloyka_s_sirom: @XerkusDotPro хороший вопрос LUL
21:02:04 (02:24:22) (chat)  Luminus_fox: @heavenkot SeemsGood
21:02:09 (02:24:28) (chat)  Nightbot: ЧАТИК, НАПОМНИТЕ СТРИМЛЕРУ ПОПИТЬ ВОДИЧКИ!!! Спасибо.
21:02:14 (02:24:32) (chat)  anzay_ru: с тележкой слишком просто
21:02:29 (02:24:47) (chat)  jubi_ju: пизанская башня! PogChamp PogChamp
21:02:35 (02:24:53) (chat)  vnikopol: надо транспортер
21:02:55 (02:25:13) (chat)  call_me_dyadya: LUL LUL
21:02:55 (02:25:13) (chat)  Gh0st_Head: jstMoshna jstMoshna
21:03:04 (02:25:22) (chat)  Snejok368: когда сказали взять только самое необходимое))
21:03:04 (02:25:22) (chat)  gwen_devil: тележку обещали
21:03:07 (02:25:25) (chat)  Nightbot: Записи стримов на Ютубе тут https://www.youtube.com/channel/UCGxQiNmp179gIJRCs47IRRg
21:03:22 (02:25:40) (chat)  Vikingvladivostokrus: Выпускай тележку)
21:03:32 (02:25:51) (chat)  SLAMmyRUS: выбрось
21:03:37 (02:25:55) (chat)  gwen_devil: воооо
21:03:43 (02:26:01) (chat)  aaarggh: Ооооо ща ховерборд буим делать для груза
21:03:48 (02:26:06) (chat)  Snejok368: выпускайте крякена!
21:03:48 (02:26:07) (chat)  gwen_devil: на ней кататься можно только налегке
21:03:54 (02:26:12) (chat)  YAKUDJZA: Привет, всем HeyGuys hpb2 bleedPurple AsexualPride <3
21:04:06 (02:26:24) (chat)  Nightbot: Дорогой зритель, ты можешь поддержать стримера по этой ссылочке, спасибо. https://donatepay.ru/don/artgames Топ донатер в конце месяца может выбрать игру для стрима.
21:04:16 (02:26:34) (chat)  aaarggh: Ляяяяя какая прикооооольнаааяяяя
21:04:27 (02:26:45) (chat)  Snejok368: когда нет денег на автобус)
21:04:38 (02:26:56) (chat)  XerkusDotPro: эта бня вылезает, посмотреть на бесплатный цирк
21:04:40 (02:26:58) (chat)  gwen_devil: вот по принципу такой тележки и тачка нужна
21:04:42 (02:27:00) (chat)  Tot2D2: Ого-ого. Вернулся, а тут такое! Потом обязательно посмотрю в записи, как мы до этих тележек дошли.
21:04:44 (02:27:02) (chat)  gwen_devil: емое
21:04:46 (02:27:04) (chat)  trom6one: LUL
21:04:46 (02:27:04) (chat)  RiskayushuiPyosik: LUL LUL
21:04:46 (02:27:05) (chat)  tamagotchi991: LUL
21:04:47 (02:27:05) (chat)  jubi_ju: это все, что она может вынести? мэ
21:04:49 (02:27:08) (chat)  itaryh: Свозите Тему в Пизу)
21:04:50 (02:27:08) (chat)  velasiped1: LUL LUL LUL
21:04:50 (02:27:09) (chat)  Luminus_fox: LUL LUL LUL
21:05:03 (02:27:21) (chat)  Snejok368: ахахах))
21:05:09 (02:27:27) (chat)  tamagotchi991: Ребенка прижал
21:05:09 (02:27:27) (chat)  Nightbot: Уважаемые нонсабы, не забудьте напомнить стримлеру включить вам рекламу. Спасибо
21:05:12 (02:27:31) (chat)  trom6one: игоря на тележку
21:05:15 (02:27:33) (chat)  heavenkot: Игорек орет SMOrc
21:05:19 (02:27:37) (chat)  velasiped1: удачное начало
21:05:19 (02:27:37) (chat)  Snejok368: Игорь еще плачет
21:05:23 (02:27:41) (chat)  Noelle666: Игорь bufaLove
21:05:25 (02:27:44) (chat)  anzay_ru: по доброй традиции тележку нужно утопить
21:05:32 (02:27:50) (chat)  Tot2D2: bleedPurple
21:05:33 (02:27:51) (chat)  aizeksviktorian: артур там дороги строит
21:05:34 (02:27:53) (chat)  itaryh: «Игорь уаз нэнауыдыт»
21:05:36 (02:27:55) (chat)  Snejok368: Игор то нет
21:05:39 (02:27:57) (chat)  aaarggh: Ты можешь одну нагрузить а на второй ехать сам)))
21:05:44 (02:28:03) (chat)  gwen_devil: сердешки пускает
21:05:54 (02:28:12) (chat)  jubi_ju: мы не топим транспорт, это крещение LUL
21:06:06 (02:28:24) (chat)  Nightbot: Команды для бота в нашем чате: !time !game !youtube !vk !discord !alert
21:06:08 (02:28:26) (chat)  Snejok368: он показывает большой палец типо все ок
21:06:26 (02:28:45) (chat)  XerkusDotPro: хватит, укачивает!
21:06:39 (02:28:57) (chat)  trom6one: ехать на тележке LUL
21:06:51 (02:29:10) (chat)  Vikingvladivostokrus: !time
21:06:51 (02:29:10) (chat)  YAKUDJZA: @ArtGamesLP Откуда знания английского, школьная программа ? CoolStoryBob
21:06:52 (02:29:10) (chat)  Nightbot: Стрим идет уже 2 hours 29 minutes 22 seconds
21:06:53 (02:29:11) (chat)  itaryh: И все-таки это Джек :Р
21:06:57 (02:29:15) (chat)  Snejok368: Назад в будущее
21:06:59 (02:29:17) (chat)  gwen_devil: с горки на ней можно катиться
21:07:00 (02:29:18) (chat)  Tot2D2: LUL LUL LUL
21:07:01 (02:29:20) (chat)  trom6one: LUL
21:07:06 (02:29:24) (chat)  Nightbot: По моему промокоду ARTGAMES ты получишь бонус до 6500 RUB при первом депозите - http://bit.ly/2Gh0MpU
21:07:06 (02:29:25) (chat)  Gh0st_Head: jstMoshna jstMoshna jstMoshna
21:07:07 (02:29:25) (chat)  greatday007: LUL LUL LUL LUL artgam2MLG
21:07:07 (02:29:26) (chat)  jubi_ju: CoolStoryBob CoolStoryBob NotLikeThis
21:07:11 (02:29:30) (chat)  gwen_devil: аахаха это как назад в будущее
21:07:17 (02:29:36) (chat)  heavenkot: ГЕНИАЛЬНО
21:07:18 (02:29:36) (chat)  velasiped1: о боже, на минуту отвлекся
21:07:21 (02:29:39) (chat)  el_zit: Нани?!
21:07:23 (02:29:41) (chat)  Snejok368: Марти мы попали не в тот мир!
21:07:26 (02:29:44) (chat)  gwen_devil: вот развлекалово
21:07:42 (02:30:01) (chat)  Snejok368: разворачивай Делореан))
21:07:45 (02:30:03) (chat)  vasya_3310: привет дядя
21:08:16 (02:30:34) (chat)  trom6one: ля крутяк
21:08:41 (02:31:00) (chat)  gwen_devil: а вторую цапани
21:08:58 (02:31:16) (chat)  DragoFlugegecheimen: @ArtGamesLP не собираешься закругляться? А то я буду готовить и жрат , хотелось бы под стрим это делать)
21:09:02 (02:31:20) (chat)  gwen_devil: интересно больше 2х дадут?
21:09:08 (02:31:26) (chat)  heavenkot: такими темпами часть игры про доставку лучше сюжетной будет PogChamp
21:09:09 (02:31:27) (chat)  Vikingvladivostokrus: А 2 тележку)
21:09:09 (02:31:28) (chat)  gwen_devil: можно поровозик делать
21:09:13 (02:31:32) (chat)  rotros544: наверн уже много кто это говорил, но бб -это 2б, а значит ту би, маленькая ту би из нир автомата, Кодзима гений!!! Kappa
21:09:36 (02:31:54) (chat)  aaarggh: Прикольно, как в жизни ты начинаешь чем-то заниматься и бОльшим количеством девайсов узких обрастать, так и тут
21:09:40 (02:31:58) (chat)  Snejok368: to be or not to be Кодзима гений
21:09:46 (02:32:04) (chat)  anzay_ru: паровозик Томас
21:09:49 (02:32:07) (chat)  vnikopol: ору
21:10:00 (02:32:18) (chat)  vnikopol: Про скейтер Хоук
21:10:02 (02:32:21) (chat)  jubi_ju: щас и эту конструкцию угробит
21:10:04 (02:32:22) (chat)  eshmothfucwillams: @rotros544 может это первый бб. предок бб-8? LUL
21:10:09 (02:32:27) (chat)  gwen_devil: только с горки аккуратно
21:10:10 (02:32:28) (chat)  trom6one: строить базу еееей
21:10:20 (02:32:38) (chat)  trom6one: F
21:10:20 (02:32:39) (chat)  ifrit_n12: ну всё, теперь в ближайший барбер-шоп
21:10:21 (02:32:39) (chat)  xbi_xbi: LUL LUL LUL LUL
21:10:35 (02:32:53) (chat)  gwen_devil: крутота
21:10:35 (02:32:53) (chat)  Snejok368: когда сказали купить хлеба в магазе, а ты купил побольше
21:10:36 (02:32:55) (chat)  velasiped1: это просто 10 из 10
21:10:55 (02:33:14) (chat)  greatday007: это серьёзно, вот ТАК работает? Одной ногой - на 1 транспортёр, другой транспортёр загрузить....гениально)
21:11:01 (02:33:19) (chat)  heavenkot: гениально
21:11:02 (02:33:20) (chat)  MMosfet: Оо Тут Тони Хавк )
21:11:23 (02:33:41) (chat)  trom6one: @ArtGamesLP взять на спину целую башню и поехать на тележке. челендж еверифинг
21:11:26 (02:33:44) (chat)  xbi_xbi: наши люди в булочную на скейте не ездят DansGame
21:12:07 (02:34:25) (chat)  Snejok368: поэтому Сэм и легенда))
21:12:28 (02:34:46) (chat)  trom6one: +
21:12:29 (02:34:47) (chat)  gwen_devil: только сохранись
21:12:35 (02:34:53) (chat)  XerkusDotPro: А когда я на тележке пытался кататься, мне по шапке надавали и заставили технику безопасности заново проходить!
21:12:51 (02:35:10) (chat)  sloyka_s_sirom: @ArtGamesLP а сколько их связать можно?
21:12:56 (02:35:15) (chat)  call_me_dyadya: перспективный носильщик LUL
21:12:59 (02:35:17) (chat)  itaryh: @xerkusdotpro LUL
21:13:00 (02:35:18) (chat)  Snejok368: Юбилей) 100 уровень
21:13:33 (02:35:51) (chat)  xbi_xbi: щас наиграются в свои игры кампутирные и станут в маркетах тележки воровать DansGame LUL
21:14:20 (02:36:38) (chat)  anzay_ru: спасибо, что выбрали нашу сеть подземных отелей
21:14:27 (02:36:45) (chat)  EnJiL: да кто одежду-то постоянно с Сэма снимает, когда он ложится? artgam2BESIT
21:14:39 (02:36:58) (chat)  Snejok368: Амелия наверно
21:14:40 (02:36:58) (chat)  heavenkot: це тупо гениально
21:15:41 (02:37:59) (chat)  gwen_devil: ну если так все плохо снаружи они могли бы подземные какие нибудь тоннели пробурить .. хотя раб. силы маловато наверно стало
21:16:15 (02:38:34) (chat)  Snejok368: а если на самолете летать, то умрешь, да? или я что то не понял
21:16:19 (02:38:38) (chat)  el_zit: Сложна,,
21:16:20 (02:38:38) (chat)  Andjey_Kharkov: Балин, как же круто тут все обьясняется и взаимосвязано
21:16:31 (02:38:49) (chat)  gwen_devil: твари в воздухе так что не полетаешь
21:16:42 (02:39:01) (chat)  Snejok368: а если с планеты свалить?
21:16:46 (02:39:04) (chat)  AlexeiHammer: Ваще легко, все понятно
21:16:53 (02:39:12) (chat)  jubi_ju: погоду по часам уже смотрели, как это работает?
21:17:21 (02:39:40) (chat)  heavenkot: можно прожить на энергетиках и гусеницах?
21:17:25 (02:39:43) (chat)  Snejok368: ну технологу них конечно очень крутые
21:17:30 (02:39:48) (chat)  AlexeiHammer: Аж самому энергетика захотелось
21:17:31 (02:39:49) (chat)  TeinKrios: пойду енергетик куплю
21:17:32 (02:39:50) (chat)  XerkusDotPro: ни разу не реклама
21:17:32 (02:39:51) (chat)  TeinKrios: )))
21:17:33 (02:39:51) (chat)  sloyka_s_sirom: @ArtGamesLP в теории, если над облаками взлететь, то будет норм
21:17:35 (02:39:53) (chat)  Snejok368: *технологии
21:17:48 (02:40:06) (chat)  Andjey_Kharkov: Все равно сначала же слой темпоральных облаков проходить, так что пока на ракете будешь лететь, наверное состарится металл
21:18:15 (02:40:34) (chat)  Unlimited63: а на пипку смотрели?))) в кабину дал?_
21:18:23 (02:40:41) (chat)  Snejok368: возможно, а почему его волшебный дождевик не состаривается?
21:18:29 (02:40:47) (chat)  RedLabelx: а если сделать защитный слой который отгниёт пока пролетаеш облака
21:18:33 (02:40:51) (chat)  EnJiL: можно обмазать ракету кровью Сэма, пробить хиралий и уматывать с планеты artgam2Uknow
21:18:48 (02:41:07) (chat)  Abrams05: Это сколько литров надо
21:18:55 (02:41:13) (chat)  Abrams05: Бедный Сем
21:19:04 (02:41:22) (chat)  gwen_devil: слишком близко Ридус
21:19:08 (02:41:26) (chat)  sloyka_s_sirom: @EnJiL это уже какой то вархаммер LUL
21:19:11 (02:41:29) (chat)  EnJiL: ну судя по игре, у него ее дохиралия LUL
21:19:23 (02:41:41) (chat)  Abrams05: А он же immortal
21:19:27 (02:41:45) (chat)  Abrams05: Я забыл
21:19:42 (02:42:00) (chat)  kahito_: Облетить корпус космической ракеты гигантскими тихоходками. Они не стареют.
21:19:45 (02:42:03) (chat)  EnJiL: @sloyka_s_sirom, LUL
21:19:50 (02:42:08) (chat)  aaarggh: Он делает жест типа "зырь Скока тварей положили?")
21:19:51 (02:42:09) (chat)  anzay_ru: Земля движется вокруг Солнца со скоростью 30 км/с
21:20:06 (02:42:24) (chat)  velasiped1: а как же в начале, когда ты труп с Игорем вез?
21:20:09 (02:42:27) (chat)  Nightbot: На разные суммы доната стоят разные оповещения. АЦКИЕ АЛЕРТЫ на 666 и 6666 рублей. . От 50 до 299, от 300 до 499, от 500 до 799, от 800 до 999, от 1000 до 1299, от 1300 и так далее. https://donatepay.ru/don/artgames
